precipitation_sum,temperature_2m_max,temperature_2m_min,temperature_2m_mean,windspeed_10m_max,circuit_id,month,driverId,grid,driver_age,constructor,results
0.4,33.8,22.4,27.4,32.5,24,11,1,1,38,131,1
0.4,33.8,22.4,27.4,32.5,24,11,20,3,36,6,1
0.4,33.8,22.4,27.4,32.5,24,11,830,6,26,9,1
0.4,33.8,22.4,27.4,32.5,24,11,817,5,34,9,1
0.4,33.8,22.4,27.4,32.5,24,11,822,2,34,131,1
0.4,33.8,22.4,27.4,32.5,24,11,832,11,29,4,1
0.4,33.8,22.4,27.4,32.5,24,11,844,8,26,15,1
0.4,33.8,22.4,27.4,32.5,24,11,815,14,33,10,1
0.4,33.8,22.4,27.4,32.5,24,11,154,7,37,210,1
0.4,33.8,22.4,27.4,32.5,24,11,825,13,31,210,1
0.4,33.8,22.4,27.4,32.5,24,11,4,15,42,1,1
0.4,33.8,22.4,27.4,32.5,24,11,843,16,33,5,1
0.4,33.8,22.4,27.4,32.5,24,11,840,20,24,3,1
0.4,33.8,22.4,27.4,32.5,24,11,838,18,31,1,1
0.4,33.8,22.4,27.4,32.5,24,11,845,19,28,3,1
0.4,33.8,22.4,27.4,32.5,24,11,842,17,27,5,0
0.4,33.8,22.4,27.4,32.5,24,11,839,9,27,10,0
0.4,33.8,22.4,27.4,32.5,24,11,828,12,33,15,0
0.4,33.8,22.4,27.4,32.5,24,11,8,4,44,6,0
0.4,33.8,22.4,27.4,32.5,24,11,807,10,36,4,0
0.0,27.1,15.1,20.7,15.4,1,3,822,2,34,131,1
0.0,27.1,15.1,20.7,15.4,1,3,1,1,38,131,1
0.0,27.1,15.1,20.7,15.4,1,3,830,4,26,9,1
0.0,27.1,15.1,20.7,15.4,1,3,20,3,36,6,1
0.0,27.1,15.1,20.7,15.4,1,3,844,5,26,6,1
0.0,27.1,15.1,20.7,15.4,1,3,825,7,31,210,1
0.0,27.1,15.1,20.7,15.4,1,3,807,11,36,4,1
0.0,27.1,15.1,20.7,15.4,1,3,8,9,44,51,1
0.0,27.1,15.1,20.7,15.4,1,3,840,16,24,211,1
0.0,27.1,15.1,20.7,15.4,1,3,826,15,29,5,1
0.0,27.1,15.1,20.7,15.4,1,3,842,17,27,9,1
0.0,27.1,15.1,20.7,15.4,1,3,846,8,23,1,1
0.0,27.1,15.1,20.7,15.4,1,3,815,10,33,211,1
0.0,27.1,15.1,20.7,15.4,1,3,848,13,27,5,1
0.0,27.1,15.1,20.7,15.4,1,3,841,14,29,51,1
0.0,27.1,15.1,20.7,15.4,1,3,847,19,25,3,1
0.0,27.1,15.1,20.7,15.4,1,3,9,20,38,3,1
0.0,27.1,15.1,20.7,15.4,1,3,154,6,37,210,0
0.0,27.1,15.1,20.7,15.4,1,3,817,12,34,4,0
0.0,27.1,15.1,20.7,15.4,1,3,832,18,29,1,0
0.0,25.9,22.1,24.5,42.2,3,3,1,3,38,131,1
0.0,25.9,22.1,24.5,42.2,3,3,822,4,34,131,1
0.0,25.9,22.1,24.5,42.2,3,3,844,1,26,6,1
0.0,25.9,22.1,24.5,42.2,3,3,830,5,26,9,1
0.0,25.9,22.1,24.5,42.2,3,3,20,2,36,6,1
0.0,25.9,22.1,24.5,42.2,3,3,846,9,23,1,1
0.0,25.9,22.1,24.5,42.2,3,3,8,8,44,51,1
0.0,25.9,22.1,24.5,42.2,3,3,842,13,27,9,1
0.0,25.9,22.1,24.5,42.2,3,3,848,12,27,5,1
0.0,25.9,22.1,24.5,42.2,3,3,815,14,33,211,1
0.0,25.9,22.1,24.5,42.2,3,3,841,16,29,51,1
0.0,25.9,22.1,24.5,42.2,3,3,826,15,29,5,1
0.0,25.9,22.1,24.5,42.2,3,3,825,6,31,210,1
0.0,25.9,22.1,24.5,42.2,3,3,840,18,24,211,1
0.0,25.9,22.1,24.5,42.2,3,3,847,19,25,3,1
0.0,25.9,22.1,24.5,42.2,3,3,9,20,38,3,1
0.0,25.9,22.1,24.5,42.2,3,3,807,17,36,4,0
0.0,25.9,22.1,24.5,42.2,3,3,817,10,34,4,0
0.0,25.9,22.1,24.5,42.2,3,3,832,7,29,1,0
0.0,25.9,22.1,24.5,42.2,3,3,154,11,37,210,0
0.0,19.5,8.1,13.0,22.1,17,4,1,2,38,131,1
0.0,19.5,8.1,13.0,22.1,17,4,822,1,34,131,1
0.0,19.5,8.1,13.0,22.1,17,4,20,3,36,6,1
0.0,19.5,8.1,13.0,22.1,17,4,830,5,26,9,1
0.0,19.5,8.1,13.0,22.1,17,4,844,4,26,6,1
0.0,19.5,8.1,13.0,22.1,17,4,842,6,27,9,1
0.0,19.5,8.1,13.0,22.1,17,4,817,7,34,4,1
0.0,19.5,8.1,13.0,22.1,17,4,815,12,33,211,1
0.0,19.5,8.1,13.0,22.1,17,4,8,13,44,51,1
0.0,19.5,8.1,13.0,22.1,17,4,848,0,27,5,1
0.0,19.5,8.1,13.0,22.1,17,4,154,10,37,210,1
0.0,19.5,8.1,13.0,22.1,17,4,840,16,24,211,1
0.0,19.5,8.1,13.0,22.1,17,4,825,9,31,210,1
0.0,19.5,8.1,13.0,22.1,17,4,832,14,29,1,1
0.0,19.5,8.1,13.0,22.1,17,4,841,19,29,51,1
0.0,19.5,8.1,13.0,22.1,17,4,847,17,25,3,1
0.0,19.5,8.1,13.0,22.1,17,4,9,18,38,3,1
0.0,19.5,8.1,13.0,22.1,17,4,846,15,23,1,0
0.0,19.5,8.1,13.0,22.1,17,4,826,11,29,5,0
0.0,19.5,8.1,13.0,22.1,17,4,807,8,36,4,0
0.0,17.8,12.1,15.1,23.8,73,4,822,1,34,131,1
0.0,17.8,12.1,15.1,23.8,73,4,1,2,38,131,1
0.0,17.8,12.1,15.1,23.8,73,4,20,3,36,6,1
0.0,17.8,12.1,15.1,23.8,73,4,830,4,26,9,1
0.0,17.8,12.1,15.1,23.8,73,4,844,8,26,6,1
0.0,17.8,12.1,15.1,23.8,73,4,815,5,33,211,1
0.0,17.8,12.1,15.1,23.8,73,4,832,9,29,1,1
0.0,17.8,12.1,15.1,23.8,73,4,846,7,23,1,1
0.0,17.8,12.1,15.1,23.8,73,4,840,13,24,211,1
0.0,17.8,12.1,15.1,23.8,73,4,8,0,44,51,1
0.0,17.8,12.1,15.1,23.8,73,4,848,11,27,5,1
0.0,17.8,12.1,15.1,23.8,73,4,841,17,29,51,1
0.0,17.8,12.1,15.1,23.8,73,4,825,12,31,210,1
0.0,17.8,12.1,15.1,23.8,73,4,807,15,36,4,1
0.0,17.8,12.1,15.1,23.8,73,4,847,16,25,3,1
0.0,17.8,12.1,15.1,23.8,73,4,9,0,38,3,1
0.0,17.8,12.1,15.1,23.8,73,4,842,0,27,9,0
0.0,17.8,12.1,15.1,23.8,73,4,154,14,37,210,0
0.0,17.8,12.1,15.1,23.8,73,4,826,6,29,5,0
0.0,17.8,12.1,15.1,23.8,73,4,817,10,34,4,0
0.0,20.4,11.0,15.5,15.1,4,5,1,2,38,131,1
0.0,20.4,11.0,15.5,15.1,4,5,822,1,34,131,1
0.0,20.4,11.0,15.5,15.1,4,5,830,4,26,9,1
0.0,20.4,11.0,15.5,15.1,4,5,20,3,36,6,1
0.0,20.4,11.0,15.5,15.1,4,5,844,5,26,6,1
0.0,20.4,11.0,15.5,15.1,4,5,842,6,27,9,1
0.0,20.4,11.0,15.5,15.1,4,5,825,8,31,210,1
0.0,20.4,11.0,15.5,15.1,4,5,832,12,29,1,1
0.0,20.4,11.0,15.5,15.1,4,5,826,9,29,5,1
0.0,20.4,11.0,15.5,15.1,4,5,154,7,37,210,1
0.0,20.4,11.0,15.5,15.1,4,5,848,11,27,5,1
0.0,20.4,11.0,15.5,15.1,4,5,817,13,34,4,1
0.0,20.4,11.0,15.5,15.1,4,5,807,0,36,4,1
0.0,20.4,11.0,15.5,15.1,4,5,8,14,44,51,1
0.0,20.4,11.0,15.5,15.1,4,5,815,15,33,211,1
0.0,20.4,11.0,15.5,15.1,4,5,841,18,29,51,1
0.0,20.4,11.0,15.5,15.1,4,5,847,19,25,3,1
0.0,20.4,11.0,15.5,15.1,4,5,9,17,38,3,1
0.0,20.4,11.0,15.5,15.1,4,5,840,16,24,211,0
0.0,20.4,11.0,15.5,15.1,4,5,846,10,23,1,0
6.2,20.6,13.6,18.1,7.2,6,5,1,1,38,131,1
6.2,20.6,13.6,18.1,7.2,6,5,20,4,36,6,1
6.2,20.6,13.6,18.1,7.2,6,5,822,2,34,131,1
6.2,20.6,13.6,18.1,7.2,6,5,830,3,26,9,1
6.2,20.6,13.6,18.1,7.2,6,5,842,8,27,9,1
6.2,20.6,13.6,18.1,7.2,6,5,832,9,29,1,1
6.2,20.6,13.6,18.1,7.2,6,5,826,7,29,5,1
6.2,20.6,13.6,18.1,7.2,6,5,848,10,27,5,1
6.2,20.6,13.6,18.1,7.2,6,5,817,6,34,4,1
6.2,20.6,13.6,18.1,7.2,6,5,154,13,37,210,1
6.2,20.6,13.6,18.1,7.2,6,5,846,12,23,1,1
6.2,20.6,13.6,18.1,7.2,6,5,825,5,31,210,1
6.2,20.6,13.6,18.1,7.2,6,5,815,16,33,211,1
6.2,20.6,13.6,18.1,7.2,6,5,807,11,36,4,1
6.2,20.6,13.6,18.1,7.2,6,5,847,19,25,3,1
6.2,20.6,13.6,18.1,7.2,6,5,840,17,24,211,1
6.2,20.6,13.6,18.1,7.2,6,5,8,14,44,51,1
6.2,20.6,13.6,18.1,7.2,6,5,9,20,38,3,1
6.2,20.6,13.6,18.1,7.2,6,5,841,18,29,51,1
6.2,20.6,13.6,18.1,7.2,6,5,844,15,26,6,0
0.0,27.0,13.1,20.2,12.6,7,6,1,2,38,131,1
0.0,27.0,13.1,20.2,12.6,7,6,20,1,36,6,1
0.0,27.0,13.1,20.2,12.6,7,6,844,3,26,6,1
0.0,27.0,13.1,20.2,12.6,7,6,822,6,34,131,1
0.0,27.0,13.1,20.2,12.6,7,6,830,9,26,9,1
0.0,27.0,13.1,20.2,12.6,7,6,817,4,34,4,1
0.0,27.0,13.1,20.2,12.6,7,6,807,7,36,4,1
0.0,27.0,13.1,20.2,12.6,7,6,842,5,27,9,1
0.0,27.0,13.1,20.2,12.6,7,6,840,17,24,211,1
0.0,27.0,13.1,20.2,12.6,7,6,826,10,29,5,1
0.0,27.0,13.1,20.2,12.6,7,6,832,11,29,1,1
0.0,27.0,13.1,20.2,12.6,7,6,815,15,33,211,1
0.0,27.0,13.1,20.2,12.6,7,6,841,12,29,51,1
0.0,27.0,13.1,20.2,12.6,7,6,154,14,37,210,1
0.0,27.0,13.1,20.2,12.6,7,6,8,16,44,51,1
0.0,27.0,13.1,20.2,12.6,7,6,847,18,25,3,1
0.0,27.0,13.1,20.2,12.6,7,6,825,0,31,210,1
0.0,27.0,13.1,20.2,12.6,7,6,9,19,38,3,1
0.0,27.0,13.1,20.2,12.6,7,6,848,13,27,5,0
0.0,27.0,13.1,20.2,12.6,7,6,846,8,23,1,0
0.0,26.3,16.4,21.4,12.1,34,6,1,1,38,131,1
0.0,26.3,16.4,21.4,12.1,34,6,822,2,34,131,1
0.0,26.3,16.4,21.4,12.1,34,6,844,3,26,6,1
0.0,26.3,16.4,21.4,12.1,34,6,830,4,26,9,1
0.0,26.3,16.4,21.4,12.1,34,6,20,7,36,6,1
0.0,26.3,16.4,21.4,12.1,34,6,832,6,29,1,1
0.0,26.3,16.4,21.4,12.1,34,6,8,12,44,51,1
0.0,26.3,16.4,21.4,12.1,34,6,807,13,36,4,1
0.0,26.3,16.4,21.4,12.1,34,6,846,5,23,1,1
0.0,26.3,16.4,21.4,12.1,34,6,842,9,27,9,1
0.0,26.3,16.4,21.4,12.1,34,6,817,8,34,4,1
0.0,26.3,16.4,21.4,12.1,34,6,815,14,33,211,1
0.0,26.3,16.4,21.4,12.1,34,6,840,17,24,211,1
0.0,26.3,16.4,21.4,12.1,34,6,826,19,29,5,1
0.0,26.3,16.4,21.4,12.1,34,6,848,11,27,5,1
0.0,26.3,16.4,21.4,12.1,34,6,841,10,29,51,1
0.0,26.3,16.4,21.4,12.1,34,6,825,15,31,210,1
0.0,26.3,16.4,21.4,12.1,34,6,9,18,38,3,1
0.0,26.3,16.4,21.4,12.1,34,6,847,20,25,3,1
0.0,26.3,16.4,21.4,12.1,34,6,154,16,37,210,0
0.0,30.2,14.1,23.3,10.1,70,6,830,2,26,9,1
0.0,30.2,14.1,23.3,10.1,70,6,844,1,26,6,1
0.0,30.2,14.1,23.3,10.1,70,6,822,3,34,131,1
0.0,30.2,14.1,23.3,10.1,70,6,20,9,36,6,1
0.0,30.2,14.1,23.3,10.1,70,6,1,4,38,131,1
0.0,30.2,14.1,23.3,10.1,70,6,846,5,23,1,1
0.0,30.2,14.1,23.3,10.1,70,6,842,8,27,9,1
0.0,30.2,14.1,23.3,10.1,70,6,832,19,29,1,1
0.0,30.2,14.1,23.3,10.1,70,6,8,6,44,51,1
0.0,30.2,14.1,23.3,10.1,70,6,841,7,29,51,1
0.0,30.2,14.1,23.3,10.1,70,6,815,13,33,211,1
0.0,30.2,14.1,23.3,10.1,70,6,817,12,34,4,1
0.0,30.2,14.1,23.3,10.1,70,6,807,15,36,4,1
0.0,30.2,14.1,23.3,10.1,70,6,840,14,24,211,1
0.0,30.2,14.1,23.3,10.1,70,6,848,18,27,5,1
0.0,30.2,14.1,23.3,10.1,70,6,154,11,37,210,1
0.0,30.2,14.1,23.3,10.1,70,6,826,16,29,5,1
0.0,30.2,14.1,23.3,10.1,70,6,847,0,25,3,1
0.0,30.2,14.1,23.3,10.1,70,6,825,10,31,210,1
0.0,30.2,14.1,23.3,10.1,70,6,9,17,38,3,1
0.9,19.2,10.7,15.6,13.9,9,7,1,2,38,131,1
0.9,19.2,10.7,15.6,13.9,9,7,822,1,34,131,1
0.9,19.2,10.7,15.6,13.9,9,7,844,3,26,6,1
0.9,19.2,10.7,15.6,13.9,9,7,842,5,27,9,1
0.9,19.2,10.7,15.6,13.9,9,7,830,4,26,9,1
0.9,19.2,10.7,15.6,13.9,9,7,832,13,29,1,1
0.9,19.2,10.7,15.6,13.9,9,7,817,7,34,4,1
0.9,19.2,10.7,15.6,13.9,9,7,8,12,44,51,1
0.9,19.2,10.7,15.6,13.9,9,7,826,17,29,5,1
0.9,19.2,10.7,15.6,13.9,9,7,807,10,36,4,1
0.9,19.2,10.7,15.6,13.9,9,7,846,8,23,1,1
0.9,19.2,10.7,15.6,13.9,9,7,848,9,27,5,1
0.9,19.2,10.7,15.6,13.9,9,7,840,18,24,211,1
0.9,19.2,10.7,15.6,13.9,9,7,847,19,25,3,1
0.9,19.2,10.7,15.6,13.9,9,7,9,20,38,3,1
0.9,19.2,10.7,15.6,13.9,9,7,20,6,36,6,1
0.9,19.2,10.7,15.6,13.9,9,7,815,15,33,211,1
0.9,19.2,10.7,15.6,13.9,9,7,841,11,29,51,0
0.9,19.2,10.7,15.6,13.9,9,7,154,14,37,210,0
0.9,19.2,10.7,15.6,13.9,9,7,825,16,31,210,0
6.6,24.9,17.8,20.4,16.5,10,7,830,2,26,9,1
6.6,24.9,17.8,20.4,16.5,10,7,20,20,36,6,1
6.6,24.9,17.8,20.4,16.5,10,7,826,14,29,5,1
6.6,24.9,17.8,20.4,16.5,10,7,840,15,24,211,1
6.6,24.9,17.8,20.4,16.5,10,7,832,7,29,1,1
6.6,24.9,17.8,20.4,16.5,10,7,848,16,27,5,1
6.6,24.9,17.8,20.4,16.5,10,7,154,6,37,210,1
6.6,24.9,17.8,20.4,16.5,10,7,825,12,31,210,1
6.6,24.9,17.8,20.4,16.5,10,7,1,1,38,131,1
6.6,24.9,17.8,20.4,16.5,10,7,9,18,38,3,1
6.6,24.9,17.8,20.4,16.5,10,7,847,17,25,3,1
6.6,24.9,17.8,20.4,16.5,10,7,8,5,44,51,1
6.6,24.9,17.8,20.4,16.5,10,7,841,11,29,51,1
6.6,24.9,17.8,20.4,16.5,10,7,842,4,27,9,0
6.6,24.9,17.8,20.4,16.5,10,7,822,3,34,131,0
6.6,24.9,17.8,20.4,16.5,10,7,807,9,36,4,0
6.6,24.9,17.8,20.4,16.5,10,7,844,10,26,6,0
6.6,24.9,17.8,20.4,16.5,10,7,846,19,23,1,0
6.6,24.9,17.8,20.4,16.5,10,7,817,13,34,4,0
6.6,24.9,17.8,20.4,16.5,10,7,815,8,33,211,0
0.0,24.1,14.2,19.5,12.2,11,8,1,3,38,131,1
0.0,24.1,14.2,19.5,12.2,11,8,830,1,26,9,1
0.0,24.1,14.2,19.5,12.2,11,8,20,5,36,6,1
0.0,24.1,14.2,19.5,12.2,11,8,844,4,26,6,1
0.0,24.1,14.2,19.5,12.2,11,8,832,8,29,1,1
0.0,24.1,14.2,19.5,12.2,11,8,842,6,27,9,1
0.0,24.1,14.2,19.5,12.2,11,8,8,10,44,51,1
0.0,24.1,14.2,19.5,12.2,11,8,822,2,34,131,1
0.0,24.1,14.2,19.5,12.2,11,8,846,7,23,1,1
0.0,24.1,14.2,19.5,12.2,11,8,848,12,27,5,1
0.0,24.1,14.2,19.5,12.2,11,8,815,16,33,211,1
0.0,24.1,14.2,19.5,12.2,11,8,807,11,36,4,1
0.0,24.1,14.2,19.5,12.2,11,8,825,14,31,210,1
0.0,24.1,14.2,19.5,12.2,11,8,817,20,34,4,1
0.0,24.1,14.2,19.5,12.2,11,8,826,13,29,5,1
0.0,24.1,14.2,19.5,12.2,11,8,847,15,25,3,1
0.0,24.1,14.2,19.5,12.2,11,8,840,18,24,211,1
0.0,24.1,14.2,19.5,12.2,11,8,841,17,29,51,1
0.0,24.1,14.2,19.5,12.2,11,8,9,19,38,3,1
0.0,24.1,14.2,19.5,12.2,11,8,154,9,37,210,0
0.5,17.8,9.6,14.6,17.2,13,9,844,1,26,6,1
0.5,17.8,9.6,14.6,17.2,13,9,1,3,38,131,1
0.5,17.8,9.6,14.6,17.2,13,9,822,4,34,131,1
0.5,17.8,9.6,14.6,17.2,13,9,20,2,36,6,1
0.5,17.8,9.6,14.6,17.2,13,9,848,17,27,9,1
0.5,17.8,9.6,14.6,17.2,13,9,815,7,33,211,1
0.5,17.8,9.6,14.6,17.2,13,9,826,19,29,5,1
0.5,17.8,9.6,14.6,17.2,13,9,807,12,36,4,1
0.5,17.8,9.6,14.6,17.2,13,9,842,13,27,5,1
0.5,17.8,9.6,14.6,17.2,13,9,840,16,24,211,1
0.5,17.8,9.6,14.6,17.2,13,9,846,11,23,1,0
0.5,17.8,9.6,14.6,17.2,13,9,825,8,31,210,1
0.5,17.8,9.6,14.6,17.2,13,9,154,9,37,210,1
0.5,17.8,9.6,14.6,17.2,13,9,817,10,34,4,1
0.5,17.8,9.6,14.6,17.2,13,9,847,14,25,3,1
0.5,17.8,9.6,14.6,17.2,13,9,8,6,44,51,1
0.5,17.8,9.6,14.6,17.2,13,9,9,0,38,3,1
0.5,17.8,9.6,14.6,17.2,13,9,841,18,29,51,0
0.5,17.8,9.6,14.6,17.2,13,9,832,15,29,1,0
0.5,17.8,9.6,14.6,17.2,13,9,830,5,26,9,0
34.7,18.7,9.9,15.1,13.7,14,9,844,1,26,6,1
34.7,18.7,9.9,15.1,13.7,14,9,822,3,34,131,1
34.7,18.7,9.9,15.1,13.7,14,9,1,2,38,131,1
34.7,18.7,9.9,15.1,13.7,14,9,817,5,34,4,1
34.7,18.7,9.9,15.1,13.7,14,9,807,6,36,4,1
34.7,18.7,9.9,15.1,13.7,14,9,848,8,27,9,1
34.7,18.7,9.9,15.1,13.7,14,9,815,18,33,211,1
34.7,18.7,9.9,15.1,13.7,14,9,830,19,26,9,1
34.7,18.7,9.9,15.1,13.7,14,9,841,10,29,51,1
34.7,18.7,9.9,15.1,13.7,14,9,846,16,23,1,1
34.7,18.7,9.9,15.1,13.7,14,9,842,17,27,5,1
34.7,18.7,9.9,15.1,13.7,14,9,840,9,24,211,1
34.7,18.7,9.9,15.1,13.7,14,9,20,4,36,6,1
34.7,18.7,9.9,15.1,13.7,14,9,847,14,25,3,1
34.7,18.7,9.9,15.1,13.7,14,9,8,0,44,51,1
34.7,18.7,9.9,15.1,13.7,14,9,154,13,37,210,1
34.7,18.7,9.9,15.1,13.7,14,9,9,15,38,3,1
34.7,18.7,9.9,15.1,13.7,14,9,825,11,31,210,0
34.7,18.7,9.9,15.1,13.7,14,9,826,12,29,5,0
34.7,18.7,9.9,15.1,13.7,14,9,832,7,29,1,0
0.7,29.7,26.7,28.0,16.1,15,9,20,3,36,6,1
0.7,29.7,26.7,28.0,16.1,15,9,844,1,26,6,1
0.7,29.7,26.7,28.0,16.1,15,9,830,4,26,9,1
0.7,29.7,26.7,28.0,16.1,15,9,1,2,38,131,1
0.7,29.7,26.7,28.0,16.1,15,9,822,5,34,131,1
0.7,29.7,26.7,28.0,16.1,15,9,848,6,27,9,1
0.7,29.7,26.7,28.0,16.1,15,9,846,9,23,1,1
0.7,29.7,26.7,28.0,16.1,15,9,842,11,27,5,1
0.7,29.7,26.7,28.0,16.1,15,9,807,8,36,4,1
0.7,29.7,26.7,28.0,16.1,15,9,841,10,29,51,1
0.7,29.7,26.7,28.0,16.1,15,9,154,17,37,210,1
0.7,29.7,26.7,28.0,16.1,15,9,832,7,29,1,1
0.7,29.7,26.7,28.0,16.1,15,9,840,16,24,211,1
0.7,29.7,26.7,28.0,16.1,15,9,817,20,34,4,1
0.7,29.7,26.7,28.0,16.1,15,9,826,14,29,5,1
0.7,29.7,26.7,28.0,16.1,15,9,9,19,38,3,1
0.7,29.7,26.7,28.0,16.1,15,9,825,13,31,210,1
0.7,29.7,26.7,28.0,16.1,15,9,8,12,44,51,0
0.7,29.7,26.7,28.0,16.1,15,9,815,15,33,211,0
0.7,29.7,26.7,28.0,16.1,15,9,847,18,25,3,0
1.2,21.8,12.8,17.4,11.0,71,9,1,2,38,131,1
1.2,21.8,12.8,17.4,11.0,71,9,822,4,34,131,1
1.2,21.8,12.8,17.4,11.0,71,9,844,1,26,6,1
1.2,21.8,12.8,17.4,11.0,71,9,830,9,26,9,1
1.2,21.8,12.8,17.4,11.0,71,9,848,0,27,9,1
1.2,21.8,12.8,17.4,11.0,71,9,832,5,29,1,1
1.2,21.8,12.8,17.4,11.0,71,9,815,11,33,211,1
1.2,21.8,12.8,17.4,11.0,71,9,846,7,23,1,1
1.2,21.8,12.8,17.4,11.0,71,9,825,13,31,210,1
1.2,21.8,12.8,17.4,11.0,71,9,807,6,36,4,1
1.2,21.8,12.8,17.4,11.0,71,9,840,14,24,211,1
1.2,21.8,12.8,17.4,11.0,71,9,826,19,29,5,1
1.2,21.8,12.8,17.4,11.0,71,9,8,15,44,51,1
1.2,21.8,12.8,17.4,11.0,71,9,842,16,27,5,1
1.2,21.8,12.8,17.4,11.0,71,9,841,12,29,51,1
1.2,21.8,12.8,17.4,11.0,71,9,9,18,38,3,0
1.2,21.8,12.8,17.4,11.0,71,9,847,17,25,3,0
1.2,21.8,12.8,17.4,11.0,71,9,20,3,36,6,0
1.2,21.8,12.8,17.4,11.0,71,9,817,10,34,4,0
1.2,21.8,12.8,17.4,11.0,71,9,154,8,37,210,0
2.1,21.7,17.0,19.0,33.2,22,10,822,3,34,131,1
2.1,21.7,17.0,19.0,33.2,22,10,20,1,36,6,1
2.1,21.7,17.0,19.0,33.2,22,10,1,4,38,131,1
2.1,21.7,17.0,19.0,33.2,22,10,848,6,27,9,1
2.1,21.7,17.0,19.0,33.2,22,10,832,7,29,1,1
2.1,21.7,17.0,19.0,33.2,22,10,844,2,26,6,1
2.1,21.7,17.0,19.0,33.2,22,10,842,9,27,5,1
2.1,21.7,17.0,19.0,33.2,22,10,815,17,33,211,1
2.1,21.7,17.0,19.0,33.2,22,10,840,12,24,211,1
2.1,21.7,17.0,19.0,33.2,22,10,826,14,29,5,1
2.1,21.7,17.0,19.0,33.2,22,10,846,8,23,1,1
2.1,21.7,17.0,19.0,33.2,22,10,8,13,44,51,1
2.1,21.7,17.0,19.0,33.2,22,10,154,10,37,210,1
2.1,21.7,17.0,19.0,33.2,22,10,841,11,29,51,1
2.1,21.7,17.0,19.0,33.2,22,10,825,19,31,210,1
2.1,21.7,17.0,19.0,33.2,22,10,847,18,25,3,1
2.1,21.7,17.0,19.0,33.2,22,10,9,0,38,3,1
2.1,21.7,17.0,19.0,33.2,22,10,830,5,26,9,0
2.1,21.7,17.0,19.0,33.2,22,10,817,16,34,4,0
2.1,21.7,17.0,19.0,33.2,22,10,807,15,36,4,0
2.5,20.3,11.2,15.1,7.2,32,10,1,3,38,131,1
2.5,20.3,11.2,15.1,7.2,32,10,20,2,36,6,1
2.5,20.3,11.2,15.1,7.2,32,10,822,6,34,131,1
2.5,20.3,11.2,15.1,7.2,32,10,844,1,26,6,1
2.5,20.3,11.2,15.1,7.2,32,10,848,5,27,9,1
2.5,20.3,11.2,15.1,7.2,32,10,830,4,26,9,1
2.5,20.3,11.2,15.1,7.2,32,10,815,11,33,211,1
2.5,20.3,11.2,15.1,7.2,32,10,817,13,34,4,1
2.5,20.3,11.2,15.1,7.2,32,10,842,10,27,5,1
2.5,20.3,11.2,15.1,7.2,32,10,807,12,36,4,1
2.5,20.3,11.2,15.1,7.2,32,10,826,9,29,5,1
2.5,20.3,11.2,15.1,7.2,32,10,840,16,24,211,1
2.5,20.3,11.2,15.1,7.2,32,10,832,7,29,1,1
2.5,20.3,11.2,15.1,7.2,32,10,841,15,29,51,1
2.5,20.3,11.2,15.1,7.2,32,10,825,17,31,210,1
2.5,20.3,11.2,15.1,7.2,32,10,847,19,25,3,1
2.5,20.3,11.2,15.1,7.2,32,10,154,18,37,210,1
2.5,20.3,11.2,15.1,7.2,32,10,9,20,38,3,1
2.5,20.3,11.2,15.1,7.2,32,10,8,14,44,51,0
2.5,20.3,11.2,15.1,7.2,32,10,846,8,23,1,0
0.0,20.4,6.9,13.0,17.1,69,11,822,1,34,131,1
0.0,20.4,6.9,13.0,17.1,69,11,1,5,38,131,1
0.0,20.4,6.9,13.0,17.1,69,11,830,3,26,9,1
0.0,20.4,6.9,13.0,17.1,69,11,844,4,26,6,1
0.0,20.4,6.9,13.0,17.1,69,11,848,6,27,9,1
0.0,20.4,6.9,13.0,17.1,69,11,817,9,34,4,1
0.0,20.4,6.9,13.0,17.1,69,11,846,8,23,1,1
0.0,20.4,6.9,13.0,17.1,69,11,832,7,29,1,1
0.0,20.4,6.9,13.0,17.1,69,11,807,11,36,4,1
0.0,20.4,6.9,13.0,17.1,69,11,815,0,33,211,1
0.0,20.4,6.9,13.0,17.1,69,11,8,17,44,51,1
0.0,20.4,6.9,13.0,17.1,69,11,826,13,29,5,1
0.0,20.4,6.9,13.0,17.1,69,11,840,14,24,211,1
0.0,20.4,6.9,13.0,17.1,69,11,841,16,29,51,1
0.0,20.4,6.9,13.0,17.1,69,11,154,15,37,210,1
0.0,20.4,6.9,13.0,17.1,69,11,842,10,27,5,0
0.0,20.4,6.9,13.0,17.1,69,11,847,18,25,3,1
0.0,20.4,6.9,13.0,17.1,69,11,825,12,31,210,0
0.0,20.4,6.9,13.0,17.1,69,11,9,19,38,3,0
0.0,20.4,6.9,13.0,17.1,69,11,20,2,36,6,0
0.0,21.2,12.6,16.6,16.0,18,11,830,1,26,9,1
0.0,21.2,12.6,16.6,16.0,18,11,842,6,27,5,1
0.0,21.2,12.6,16.6,16.0,18,11,832,20,29,1,1
0.0,21.2,12.6,16.6,16.0,18,11,8,8,44,51,1
0.0,21.2,12.6,16.6,16.0,18,11,841,12,29,51,1
0.0,21.2,12.6,16.6,16.0,18,11,817,11,34,4,1
0.0,21.2,12.6,16.6,16.0,18,11,1,3,38,131,1
0.0,21.2,12.6,16.6,16.0,18,11,846,10,23,1,1
0.0,21.2,12.6,16.6,16.0,18,11,815,15,33,211,1
