precipitation_sum,temperature_2m_max,temperature_2m_min,temperature_2m_mean,windspeed_10m_max,circuit_id,month,year,driverId,grid,driver_age,constructor,driver_count,results
0.0,20.7,10.3,15.5,8.4,32,10,2017,1,3,38,131,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,4,18,42,1,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,13,10,42,3,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,838,19,31,1,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,842,20,27,5,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,836,13,29,15,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,154,15,37,210,20,1
0.0,20.7,10.3,15.5,8.4,32,10,2017,832,8,29,4,20,0
0.0,20.7,10.3,15.5,8.4,32,10,2017,828,12,33,15,20,0
0.0,20.7,10.3,15.5,8.4,32,10,2017,843,17,33,5,20,0
0.0,20.7,10.3,15.5,8.4,32,10,2017,807,7,36,4,20,0
0.0,20.7,10.3,15.5,8.4,32,10,2017,817,16,34,9,20,0
0.0,26.4,12.7,19.2,13.4,18,11,2017,20,2,36,6,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,822,1,34,131,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,8,3,44,6,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,1,20,38,131,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,830,4,26,9,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,817,14,34,9,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,13,9,42,3,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,4,6,42,1,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,815,5,33,10,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,807,7,36,4,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,832,8,29,4,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,842,19,27,5,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,828,17,33,15,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,836,15,29,15,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,154,11,37,210,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,840,16,24,3,20,1
0.0,26.4,12.7,19.2,13.4,18,11,2017,843,18,33,5,20,0
0.0,26.4,12.7,19.2,13.4,18,11,2017,839,10,27,10,20,0
0.0,26.4,12.7,19.2,13.4,18,11,2017,838,12,31,1,20,0
0.0,26.4,12.7,19.2,13.4,18,11,2017,825,13,31,210,20,0
0.0,26.4,16.9,22.6,23.3,24,11,2017,822,1,34,131,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,1,2,38,131,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,20,3,36,6,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,8,5,44,6,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,830,6,26,9,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,807,7,36,4,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,815,8,33,10,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,839,9,27,10,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,4,11,42,1,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,13,10,42,3,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,154,16,37,210,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,838,13,31,1,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,825,14,31,210,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,836,18,29,15,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,843,20,33,5,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,842,17,27,5,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,828,19,33,15,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,840,15,24,3,20,1
0.0,26.4,16.9,22.6,23.3,24,11,2017,832,12,29,4,20,0
0.0,26.4,16.9,22.6,23.3,24,11,2017,817,4,34,9,20,0
5.5,22.7,10.6,15.4,30.4,1,3,2018,20,3,36,6,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,1,1,38,131,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,8,2,44,6,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,817,8,34,9,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,4,10,42,1,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,830,4,26,9,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,807,7,36,4,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,822,15,34,131,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,838,11,31,1,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,832,9,29,4,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,815,12,33,10,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,839,14,27,10,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,844,18,26,15,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,840,13,24,3,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,843,16,33,5,20,1
5.5,22.7,10.6,15.4,30.4,1,3,2018,154,6,37,210,20,0
5.5,22.7,10.6,15.4,30.4,1,3,2018,825,5,31,210,20,0
5.5,22.7,10.6,15.4,30.4,1,3,2018,842,20,27,5,20,0
5.5,22.7,10.6,15.4,30.4,1,3,2018,828,17,33,15,20,0
5.5,22.7,10.6,15.4,30.4,1,3,2018,845,19,28,3,20,0
0.3,24.8,22.3,23.9,21.6,3,4,2018,20,1,36,6,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,822,3,34,131,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,1,9,38,131,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,842,5,27,5,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,825,6,31,210,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,807,7,36,4,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,4,13,42,1,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,838,14,31,1,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,828,17,33,15,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,839,8,27,10,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,832,10,29,4,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,844,19,26,15,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,154,16,37,210,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,840,20,24,3,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,845,18,28,3,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,815,12,33,10,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,843,11,33,5,20,1
0.3,24.8,22.3,23.9,21.6,3,4,2018,8,2,44,6,20,0
0.3,24.8,22.3,23.9,21.6,3,4,2018,830,15,26,9,20,0
0.3,24.8,22.3,23.9,21.6,3,4,2018,817,4,34,9,20,0
0.0,18.8,6.7,12.6,13.6,17,4,2018,817,6,34,9,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,822,3,34,131,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,8,2,44,6,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,1,4,38,131,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,830,5,26,9,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,807,7,36,4,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,4,13,42,1,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,20,1,36,6,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,832,9,29,4,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,825,11,31,210,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,839,12,27,10,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,815,8,33,10,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,838,14,31,1,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,840,18,24,3,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,845,16,28,3,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,828,20,33,15,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,154,10,37,210,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,842,17,27,5,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,844,19,26,15,20,1
0.0,18.8,6.7,12.6,13.6,17,4,2018,843,15,33,5,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,1,2,38,131,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,8,6,44,6,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,815,8,33,10,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,20,1,36,6,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,832,9,29,4,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,844,13,26,15,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,4,12,42,1,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,840,10,24,3,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,838,16,31,1,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,843,19,33,5,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,828,18,33,15,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,842,17,27,5,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,825,15,31,210,20,1
0.0,14.6,10.7,13.0,42.2,73,4,2018,822,3,34,131,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,154,20,37,210,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,830,5,26,9,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,817,4,34,9,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,807,14,36,4,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,839,7,27,10,20,0
0.0,14.6,10.7,13.0,42.2,73,4,2018,845,11,28,3,20,0
7.2,16.8,9.6,13.2,19.4,4,5,2018,1,1,38,131,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,822,2,34,131,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,830,5,26,9,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,20,3,36,6,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,817,6,34,9,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,825,7,31,210,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,832,9,29,4,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,4,8,42,1,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,815,15,33,10,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,844,14,26,15,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,840,18,24,3,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,843,20,33,5,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,828,17,33,15,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,845,19,28,3,20,1
7.2,16.8,9.6,13.2,19.4,4,5,2018,838,11,31,1,20,0
7.2,16.8,9.6,13.2,19.4,4,5,2018,839,13,27,10,20,0
7.2,16.8,9.6,13.2,19.4,4,5,2018,8,4,44,6,20,0
7.2,16.8,9.6,13.2,19.4,4,5,2018,154,10,37,210,20,0
7.2,16.8,9.6,13.2,19.4,4,5,2018,842,12,27,5,20,0
7.2,16.8,9.6,13.2,19.4,4,5,2018,807,16,36,4,20,0
0.6,25.2,20.1,22.8,17.4,6,5,2018,817,1,34,9,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,20,2,36,6,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,1,3,38,131,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,8,4,44,6,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,822,5,34,131,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,839,6,27,10,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,842,10,27,5,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,807,11,36,4,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,830,20,26,9,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,832,8,29,4,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,828,16,33,15,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,815,9,33,10,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,825,19,31,210,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,838,12,31,1,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,154,18,37,210,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,845,13,28,3,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,840,17,24,3,20,1
0.6,25.2,20.1,22.8,17.4,6,5,2018,844,14,26,15,20,0
0.6,25.2,20.1,22.8,17.4,6,5,2018,843,15,33,5,20,0
0.6,25.2,20.1,22.8,17.4,6,5,2018,4,7,42,1,20,0
0.0,19.6,9.9,15.2,12.6,7,6,2018,20,1,36,6,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,822,2,34,131,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,830,3,26,9,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,817,6,34,9,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,1,4,38,131,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,8,5,44,6,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,807,7,36,4,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,832,9,29,4,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,839,8,27,10,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,844,13,26,15,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,842,16,27,5,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,154,20,37,210,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,825,11,31,210,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,815,10,33,10,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,828,19,33,15,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,838,15,31,1,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,845,18,28,3,20,1
0.0,19.6,9.9,15.2,12.6,7,6,2018,4,14,42,1,20,0
0.0,19.6,9.9,15.2,12.6,7,6,2018,843,12,33,5,20,0
0.0,19.6,9.9,15.2,12.6,7,6,2018,840,17,24,3,20,0
1.7,22.7,15.2,19.7,13.1,34,6,2018,1,1,38,131,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,830,4,26,9,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,8,6,44,6,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,817,5,34,9,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,20,3,36,6,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,825,9,31,210,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,822,2,34,131,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,832,7,29,4,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,807,12,36,4,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,844,8,26,15,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,154,10,37,210,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,838,17,31,1,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,828,15,33,15,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,843,20,33,5,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,845,18,28,3,20,1
1.7,22.7,15.2,19.7,13.1,34,6,2018,4,16,42,1,20,0
1.7,22.7,15.2,19.7,13.1,34,6,2018,840,19,24,3,20,0
1.7,22.7,15.2,19.7,13.1,34,6,2018,815,13,33,10,20,0
1.7,22.7,15.2,19.7,13.1,34,6,2018,839,11,27,10,20,0
1.7,22.7,15.2,19.7,13.1,34,6,2018,842,14,27,5,20,0
0.0,19.5,12.5,15.4,9.1,70,7,2018,830,4,26,9,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,8,3,44,6,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,20,6,36,6,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,154,5,37,210,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,825,8,31,210,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,839,11,27,10,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,815,16,33,10,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,4,13,42,1,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,844,18,26,15,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,828,20,33,15,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,842,12,27,5,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,832,9,29,4,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,845,17,28,3,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,840,14,24,3,20,1
0.0,19.5,12.5,15.4,9.1,70,7,2018,838,15,31,1,20,0
0.0,19.5,12.5,15.4,9.1,70,7,2018,1,2,38,131,20,0
0.0,19.5,12.5,15.4,9.1,70,7,2018,843,19,33,5,20,0
0.0,19.5,12.5,15.4,9.1,70,7,2018,817,7,34,9,20,0
0.0,19.5,12.5,15.4,9.1,70,7,2018,822,1,34,131,20,0
0.0,19.5,12.5,15.4,9.1,70,7,2018,807,10,36,4,20,0
0.0,28.4,15.2,22.4,14.1,9,7,2018,20,2,36,6,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,1,1,38,131,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,8,3,44,6,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,822,4,34,131,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,817,6,34,9,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,807,11,36,4,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,839,10,27,10,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,4,13,42,1,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,825,7,31,210,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,815,12,33,10,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,838,17,31,1,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,840,19,24,3,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,842,14,27,5,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,845,18,28,3,20,1
0.0,28.4,15.2,22.4,14.1,9,7,2018,843,0,33,5,20,0
0.0,28.4,15.2,22.4,14.1,9,7,2018,830,5,26,9,20,0
0.0,28.4,15.2,22.4,14.1,9,7,2018,154,8,37,210,20,0
0.0,28.4,15.2,22.4,14.1,9,7,2018,832,16,29,4,20,0
0.0,28.4,15.2,22.4,14.1,9,7,2018,828,15,33,15,20,0
0.0,28.4,15.2,22.4,14.1,9,7,2018,844,9,26,15,20,0
0.9,26.0,16.3,21.2,10.7,10,7,2018,1,14,38,131,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,822,2,34,131,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,8,3,44,6,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,830,4,26,9,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,807,7,36,4,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,154,6,37,210,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,815,10,33,10,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,839,15,27,10,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,828,13,33,15,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,843,17,33,5,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,825,5,31,210,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,832,8,29,4,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,838,19,31,1,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,842,16,27,5,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,844,9,26,15,20,1
0.9,26.0,16.3,21.2,10.7,10,7,2018,4,11,42,1,20,0
0.9,26.0,16.3,21.2,10.7,10,7,2018,840,18,24,3,20,0
0.9,26.0,16.3,21.2,10.7,10,7,2018,20,1,36,6,20,0
0.9,26.0,16.3,21.2,10.7,10,7,2018,845,12,28,3,20,0
0.9,26.0,16.3,21.2,10.7,10,7,2018,817,20,34,9,20,0
0.0,31.7,19.6,26.3,7.6,11,7,2018,1,1,38,131,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,20,4,36,6,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,8,3,44,6,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,817,12,34,9,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,822,2,34,131,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,842,6,27,5,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,825,9,31,210,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,4,11,42,1,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,832,5,29,4,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,154,10,37,210,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,843,8,33,5,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,807,13,36,4,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,839,18,27,10,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,815,19,33,10,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,828,14,33,15,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,845,20,28,3,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,840,15,24,3,20,1
0.0,31.7,19.6,26.3,7.6,11,7,2018,838,16,31,1,20,0
0.0,31.7,19.6,26.3,7.6,11,7,2018,830,7,26,9,20,0
0.0,31.7,19.6,26.3,7.6,11,7,2018,844,17,26,15,20,0
3.9,17.5,6.3,13.6,26.7,13,8,2018,20,2,36,6,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,1,1,38,131,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,830,7,26,9,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,822,19,34,131,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,815,4,33,10,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,839,3,27,10,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,154,5,37,210,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,825,9,31,210,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,842,10,27,5,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,828,13,33,15,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,832,14,29,4,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,845,16,28,3,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,840,17,24,3,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,843,11,33,5,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,838,18,31,1,20,1
3.9,17.5,6.3,13.6,26.7,13,8,2018,817,8,34,9,20,0
3.9,17.5,6.3,13.6,26.7,13,8,2018,8,6,44,6,20,0
3.9,17.5,6.3,13.6,26.7,13,8,2018,844,12,26,15,20,0
3.9,17.5,6.3,13.6,26.7,13,8,2018,4,15,42,1,20,0
3.9,17.5,6.3,13.6,26.7,13,8,2018,807,20,36,4,20,0
2.0,20.4,14.3,17.4,8.2,14,9,2018,1,3,38,131,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,8,1,44,6,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,822,4,34,131,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,20,2,36,6,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,830,5,26,9,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,839,8,27,10,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,815,14,33,10,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,832,7,29,4,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,840,10,24,3,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,845,12,28,3,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,844,15,26,15,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,838,17,31,1,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,807,20,36,4,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,842,9,27,5,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,828,18,33,15,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,825,11,31,210,20,1
2.0,20.4,14.3,17.4,8.2,14,9,2018,817,19,34,9,20,0
2.0,20.4,14.3,17.4,8.2,14,9,2018,4,13,42,1,20,0
2.0,20.4,14.3,17.4,8.2,14,9,2018,843,16,33,5,20,0
2.0,20.4,14.3,17.4,8.2,14,9,2018,154,6,37,210,20,0
1.5,28.5,26.6,27.8,18.4,15,9,2018,1,1,38,131,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,830,2,26,9,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,20,3,36,6,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,822,4,34,131,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,8,5,44,6,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,817,6,34,9,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,4,11,42,1,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,832,12,29,4,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,844,13,26,15,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,807,10,36,4,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,828,14,33,15,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,838,18,31,1,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,842,15,27,5,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,840,20,24,3,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,154,8,37,210,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,815,7,33,10,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,843,17,33,5,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,825,16,31,210,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,845,19,28,3,20,1
1.5,28.5,26.6,27.8,18.4,15,9,2018,839,9,27,10,20,0
0.4,24.3,14.4,19.5,6.2,71,9,2018,1,2,38,131,20,1
0.4,24.3,14.4,19.5,6.2,71,9,2018,822,1,34,131,20,1
0.4,24.3,14.4,19.5,6.2,71,9,2018,20,3,36,6,20,1
0.4,24.3,14.4,19.5,6.2,71,9,2018,8,4,44,6,20,1
